sample_id,image_id,file_name,image_path,original_image_path,experiment_type,dataset_name,target_object,attribute_type,truth_source,true_color,acceptable_true_colors,conflict_color,condition_family,condition_name,condition_index,prompt_template_version,prompt_text,expected_output_space,expected_output_map,include_in_primary_main_analysis,source_dataset,notes,diagnostic_family,factor_id,tone_strength,injection_position,false_text_form,answer_format,response_schema,context_turns_json,model_key,model_name,checkpoint_name,precision,device,device_map,batch_size,elapsed_seconds,raw_output,status,error,prompt_level,normalized_output,allowed_answer_space,parsed_label,parse_success,parse_method,one_label_only,in_allowed_answer_space,correction_detected,refusal_detected,outcome_type,is_conflict_aligned,is_faithful,is_other_wrong,is_refusal_or_correction,is_parse_error,parse_notes
test_03602__FC8_yesno_report_correct,test_03602,test_03602.jpg,data/processed/stanford_cars/clean_crops/test_03602.jpg,data/raw/stanford_cars/cars_test/03602.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC8_yesno_report_correct,107,phase2_format_control_FC8_yesno_report_correct,A report repeatedly says the main car is white. Is that report correct for the image? Answer yes or no only.,"[""yes"", ""no""]","{""no"": ""no"", ""yes"": ""yes""}",yes,StanfordCars,codex_single_review_contact_sheet_confirmed: reviewed=black,format_control,yesno_report_correct,stronger_open_conflict,question_body,repeated_false_report,yes_no,yes_means_conflict_no_means_reject_false_claim,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4001,No,ok,,,no,"[""yes"", ""no""]",other,1,exact_single_label,1,1,0,0,other_wrong,0,0,1,0,0,
test_03801__FC1_free_neutral,test_03801,test_03801.jpg,data/processed/stanford_cars/clean_crops/test_03801.jpg,data/raw/stanford_cars/cars_test/03801.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC1_free_neutral,100,phase2_format_control_FC1_free_neutral,What is the primary body color of the main car in this image? Answer with one color word only and do not explain.,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,free_neutral,neutral,none,none,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4051,Black,ok,,,black,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",black,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
test_03801__FC2_free_c3,test_03801,test_03801.jpg,data/processed/stanford_cars/clean_crops/test_03801.jpg,data/raw/stanford_cars/cars_test/03801.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC2_free_c3,101,phase2_format_control_FC2_free_c3,"When the main car is described as white, what color does the main car actually appear to be in the image? Answer with one color word only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,free_c3_presupposition,presuppositional,question_body,presupposition,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4158,Black,ok,,,black,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",black,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
test_03801__FC3_free_c4,test_03801,test_03801.jpg,data/processed/stanford_cars/clean_crops/test_03801.jpg,data/raw/stanford_cars/cars_test/03801.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC3_free_c4,102,phase2_format_control_FC3_free_c4,"A report repeatedly refers to the main car as white, and the answer should name the main car's primary body color seen in the image. Answer with one color word only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,free_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4101,Black,ok,,,black,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",black,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
test_03801__FC4_mc_neutral,test_03801,test_03801.jpg,data/processed/stanford_cars/clean_crops/test_03801.jpg,data/raw/stanford_cars/cars_test/03801.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC4_mc_neutral,103,phase2_format_control_FC4_mc_neutral,"What is the primary body color of the main car in this image? Choose exactly one color label from this multiple-choice list: red, blue, green, yellow, black, white, other. Output the color label only.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,multiple_choice_neutral,neutral,none,none,multiple_choice_label,one_label_from_multiple_choice,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4106,Black,ok,,,black,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",black,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
test_03801__FC5_mc_c3,test_03801,test_03801.jpg,data/processed/stanford_cars/clean_crops/test_03801.jpg,data/raw/stanford_cars/cars_test/03801.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC5_mc_c3,104,phase2_format_control_FC5_mc_c3,"When the main car is described as white, what color does the main car actually appear to be in the image? Choose exactly one color label from this multiple-choice list: red, blue, green, yellow, black, white, other. Output the color label only.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,multiple_choice_c3_presupposition,presuppositional,question_body,presupposition,multiple_choice_label,one_label_from_multiple_choice,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4711,Black,ok,,,black,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",black,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
test_03801__FC6_mc_c4,test_03801,test_03801.jpg,data/processed/stanford_cars/clean_crops/test_03801.jpg,data/raw/stanford_cars/cars_test/03801.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC6_mc_c4,105,phase2_format_control_FC6_mc_c4,"A report repeatedly refers to the main car as white. What is the main car's primary body color seen in the image? Choose exactly one color label from this multiple-choice list: red, blue, green, yellow, black, white, other. Output the color label only.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,multiple_choice_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,multiple_choice_label,one_label_from_multiple_choice,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.5469,Black,ok,,,black,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",black,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
test_03801__FC7_yesno_false_claim,test_03801,test_03801.jpg,data/processed/stanford_cars/clean_crops/test_03801.jpg,data/raw/stanford_cars/cars_test/03801.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC7_yesno_false_claim,106,phase2_format_control_FC7_yesno_false_claim,Is the main car white? Answer yes or no only.,"[""yes"", ""no""]","{""no"": ""no"", ""yes"": ""yes""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,yesno_false_claim,assertive,question_body,direct_false_claim,yes_no,yes_means_conflict_no_means_reject_false_claim,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4020,No,ok,,,no,"[""yes"", ""no""]",other,1,exact_single_label,1,1,0,0,other_wrong,0,0,1,0,0,
test_03801__FC8_yesno_report_correct,test_03801,test_03801.jpg,data/processed/stanford_cars/clean_crops/test_03801.jpg,data/raw/stanford_cars/cars_test/03801.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC8_yesno_report_correct,107,phase2_format_control_FC8_yesno_report_correct,A report repeatedly says the main car is white. Is that report correct for the image? Answer yes or no only.,"[""yes"", ""no""]","{""no"": ""no"", ""yes"": ""yes""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,yesno_report_correct,stronger_open_conflict,question_body,repeated_false_report,yes_no,yes_means_conflict_no_means_reject_false_claim,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4126,No,ok,,,no,"[""yes"", ""no""]",other,1,exact_single_label,1,1,0,0,other_wrong,0,0,1,0,0,
test_05126__FC1_free_neutral,test_05126,test_05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC1_free_neutral,100,phase2_format_control_FC1_free_neutral,What is the primary body color of the main car in this image? Answer with one color word only and do not explain.,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,free_neutral,neutral,none,none,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4152,Black,ok,,,black,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",black,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
test_05126__FC2_free_c3,test_05126,test_05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC2_free_c3,101,phase2_format_control_FC2_free_c3,"When the main car is described as white, what color does the main car actually appear to be in the image? Answer with one color word only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,free_c3_presupposition,presuppositional,question_body,presupposition,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4215,Black,ok,,,black,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",black,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
test_05126__FC3_free_c4,test_05126,test_05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC3_free_c4,102,phase2_format_control_FC3_free_c4,"A report repeatedly refers to the main car as white, and the answer should name the main car's primary body color seen in the image. Answer with one color word only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,free_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.3621,Black,ok,,,black,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",black,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
test_05126__FC4_mc_neutral,test_05126,test_05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC4_mc_neutral,103,phase2_format_control_FC4_mc_neutral,"What is the primary body color of the main car in this image? Choose exactly one color label from this multiple-choice list: red, blue, green, yellow, black, white, other. Output the color label only.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,multiple_choice_neutral,neutral,none,none,multiple_choice_label,one_label_from_multiple_choice,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4142,Black,ok,,,black,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",black,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
test_05126__FC5_mc_c3,test_05126,test_05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC5_mc_c3,104,phase2_format_control_FC5_mc_c3,"When the main car is described as white, what color does the main car actually appear to be in the image? Choose exactly one color label from this multiple-choice list: red, blue, green, yellow, black, white, other. Output the color label only.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,multiple_choice_c3_presupposition,presuppositional,question_body,presupposition,multiple_choice_label,one_label_from_multiple_choice,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4700,Black,ok,,,black,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",black,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
test_05126__FC6_mc_c4,test_05126,test_05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,reviewed,black,,white,phase2_format_control,FC6_mc_c4,105,phase2_format_control_FC6_mc_c4,"A report repeatedly refers to the main car as white. What is the main car's primary body color seen in the image? Choose exactly one color label from this multiple-choice list: red, blue, green, yellow, black, white, other. Output the color label only.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,StanfordCars,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,format_control,multiple_choice_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,multiple_choice_label,one_label_from_multiple_choice,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.5189,Black,ok,,,black,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",black,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
